,Name,Position,Points,Field
0,Christian McCaffrey,RB,32.9,Home
1,Christian McCaffrey,RB,5.3,Home
2,Christian McCaffrey,RB,24.8,Away
3,Christian McCaffrey,RB,23.9,Away
4,Christian McCaffrey,RB,41.7,Home
5,Christian McCaffrey,RB,17.7,Away
6,Christian McCaffrey,RB,23.5,Away
7,Christian McCaffrey,RB,34.6,Home
8,Christian McCaffrey,RB,20.1,Away
9,Christian McCaffrey,RB,19.1,Home
10,Christian McCaffrey,RB,25.3,Away
11,Christian McCaffrey,RB,10.2,Home
12,Christian McCaffrey,RB,13.5,Away
13,Christian McCaffrey,RB,29.5,Home
14,Christian McCaffrey,RB,17.3,Away
15,Christian McCaffrey,RB,15.8,Home
16,Lamar Jackson,QB,33.56,Away
17,Lamar Jackson,QB,30.88,Home
18,Lamar Jackson,QB,21.28,Away
19,Lamar Jackson,QB,24.48,Home
20,Lamar Jackson,QB,11.44,Away
21,Lamar Jackson,QB,30.64,Home
22,Lamar Jackson,QB,23.32,Away
23,Lamar Jackson,QB,28.62,Home
24,Lamar Jackson,QB,33.42,Away
25,Lamar Jackson,QB,32.78,Home
26,Lamar Jackson,QB,36.26,Away
27,Lamar Jackson,QB,22.3,Home
28,Lamar Jackson,QB,19.8,Away
29,Lamar Jackson,QB,37.08,Home
30,Lamar Jackson,QB,29.82,Away
31,Derrick Henry,RB,27.9,Away
32,Derrick Henry,RB,15.4,Home
33,Derrick Henry,RB,10.6,Away
34,Derrick Henry,RB,10.8,Away
35,Derrick Henry,RB,13.8,Home
36,Derrick Henry,RB,3.3,Away
37,Derrick Henry,RB,16.8,Home
38,Derrick Henry,RB,6.3,Home
39,Derrick Henry,RB,21.9,Away
40,Derrick Henry,RB,31.1,Home
41,Derrick Henry,RB,27.5,Home
42,Derrick Henry,RB,20.6,Away
43,Derrick Henry,RB,22.9,Away
44,Derrick Henry,RB,8.6,Home
45,Derrick Henry,RB,39.1,Away
46,Aaron Jones,RB,3.9,Away
47,Aaron Jones,RB,21.0,Home
48,Aaron Jones,RB,14.3,Home
49,Aaron Jones,RB,11.8,Home
50,Aaron Jones,RB,42.2,Away
51,Aaron Jones,RB,4.0,Home
52,Aaron Jones,RB,14.3,Home
53,Aaron Jones,RB,34.6,Away
54,Aaron Jones,RB,2.9,Away
55,Aaron Jones,RB,27.3,Home
56,Aaron Jones,RB,3.8,Away
57,Aaron Jones,RB,3.1,Away
58,Aaron Jones,RB,25.2,Home
59,Aaron Jones,RB,17.1,Home
60,Aaron Jones,RB,26.0,Away
61,Aaron Jones,RB,14.3,Away
62,Ezekiel Elliott,RB,12.3,Home
63,Ezekiel Elliott,RB,18.0,Away
64,Ezekiel Elliott,RB,13.9,Home
65,Ezekiel Elliott,RB,10.5,Away
66,Ezekiel Elliott,RB,15.1,Home
67,Ezekiel Elliott,RB,21.3,Away
68,Ezekiel Elliott,RB,20.7,Home
69,Ezekiel Elliott,RB,13.9,Away
70,Ezekiel Elliott,RB,6.3,Home
71,Ezekiel Elliott,RB,17.3,Away
72,Ezekiel Elliott,RB,12.6,Away
73,Ezekiel Elliott,RB,13.7,Home
74,Ezekiel Elliott,RB,21.3,Away
75,Ezekiel Elliott,RB,28.0,Home
76,Ezekiel Elliott,RB,8.4,Away
77,Ezekiel Elliott,RB,24.4,Home
78,Dalvin Cook,RB,24.0,Home
79,Dalvin Cook,RB,25.1,Away
80,Dalvin Cook,RB,20.3,Home
81,Dalvin Cook,RB,13.0,Away
82,Dalvin Cook,RB,19.8,Away
83,Dalvin Cook,RB,11.4,Home
84,Dalvin Cook,RB,26.9,Away
85,Dalvin Cook,RB,23.1,Home
86,Dalvin Cook,RB,11.6,Away
87,Dalvin Cook,RB,24.3,Away
88,Dalvin Cook,RB,11.7,Home
89,Dalvin Cook,RB,10.4,Away
90,Dalvin Cook,RB,13.5,Home
91,Dalvin Cook,RB,4.3,Away
92,Michael Thomas,WR,12.3,Home
93,Michael Thomas,WR,8.9,Away
94,Michael Thomas,WR,11.4,Away
95,Michael Thomas,WR,9.5,Home
96,Michael Thomas,WR,30.2,Home
97,Michael Thomas,WR,8.9,Away
98,Michael Thomas,WR,13.1,Away
99,Michael Thomas,WR,16.3,Home
100,Michael Thomas,WR,15.2,Home
101,Michael Thomas,WR,17.4,Away
102,Michael Thomas,WR,16.1,Home
103,Michael Thomas,WR,4.8,Away
104,Michael Thomas,WR,19.4,Home
105,Michael Thomas,WR,18.8,Home
106,Michael Thomas,WR,19.6,Away
107,Michael Thomas,WR,3.7,Away
108,Travis Kelce,TE,8.8,Away
109,Travis Kelce,TE,16.7,Away
110,Travis Kelce,TE,8.9,Home
111,Travis Kelce,TE,8.5,Away
112,Travis Kelce,TE,7.0,Home
113,Travis Kelce,TE,5.8,Home
114,Travis Kelce,TE,4.4,Away
115,Travis Kelce,TE,12.3,Home
116,Travis Kelce,TE,6.2,Home
117,Travis Kelce,TE,13.5,Away
118,Travis Kelce,TE,15.2,Away
119,Travis Kelce,TE,9.0,Home
120,Travis Kelce,TE,11.0,Away
121,Travis Kelce,TE,14.2,Home
122,Travis Kelce,TE,13.4,Away
123,Travis Kelce,TE,2.4,Home
124,Nick Chubb,RB,8.5,Home
125,Nick Chubb,RB,15.8,Away
126,Nick Chubb,RB,13.1,Home
127,Nick Chubb,RB,36.3,Away
128,Nick Chubb,RB,9.9,Away
129,Nick Chubb,RB,23.9,Home
130,Nick Chubb,RB,9.8,Away
131,Nick Chubb,RB,9.1,Away
132,Nick Chubb,RB,12.1,Home
133,Nick Chubb,RB,9.2,Home
134,Nick Chubb,RB,22.4,Home
135,Nick Chubb,RB,7.9,Away
136,Nick Chubb,RB,11.7,Home
137,Nick Chubb,RB,20.8,Away
138,Nick Chubb,RB,4.5,Home
139,Nick Chubb,RB,4.2,Away
140,Austin Ekeler,RB,33.4,Home
141,Austin Ekeler,RB,17.3,Away
142,Austin Ekeler,RB,8.1,Home
143,Austin Ekeler,RB,24.2,Away
144,Austin Ekeler,RB,7.3,Home
145,Austin Ekeler,RB,2.8,Home
146,Austin Ekeler,RB,18.5,Away
147,Austin Ekeler,RB,8.2,Away
148,Austin Ekeler,RB,9.3,Home
149,Austin Ekeler,RB,10.8,Away
150,Austin Ekeler,RB,13.2,Home
151,Austin Ekeler,RB,12.7,Away
152,Austin Ekeler,RB,27.3,Away
153,Austin Ekeler,RB,8.1,Home
154,Austin Ekeler,RB,6.9,Home
155,Austin Ekeler,RB,8.9,Away
156,Mark Ingram,RB,22.7,Away
157,Mark Ingram,RB,7.7,Home
158,Mark Ingram,RB,31.5,Away
159,Mark Ingram,RB,7.1,Home
160,Mark Ingram,RB,10.9,Away
161,Mark Ingram,RB,13.4,Home
162,Mark Ingram,RB,5.3,Away
163,Mark Ingram,RB,12.4,Home
164,Mark Ingram,RB,9.4,Away
165,Mark Ingram,RB,20.5,Home
166,Mark Ingram,RB,23.8,Away
167,Mark Ingram,RB,6.2,Home
168,Mark Ingram,RB,7.9,Away
169,Mark Ingram,RB,22.6,Home
170,Mark Ingram,RB,15.1,Away
171,Dak Prescott,QB,33.4,Home
172,Dak Prescott,QB,27.66,Away
173,Dak Prescott,QB,22.54,Home
174,Dak Prescott,QB,7.62,Away
175,Dak Prescott,QB,23.22,Home
176,Dak Prescott,QB,18.22,Away
177,Dak Prescott,QB,20.56,Home
178,Dak Prescott,QB,21.48,Away
179,Dak Prescott,QB,25.88,Home
180,Dak Prescott,QB,31.56,Away
181,Dak Prescott,QB,6.88,Away
182,Dak Prescott,QB,22.7,Home
183,Dak Prescott,QB,17.46,Away
184,Dak Prescott,QB,17.68,Home
185,Dak Prescott,QB,11.3,Away
186,Dak Prescott,QB,29.62,Home
187,Mark Andrews,TE,16.8,Away
188,Mark Andrews,TE,17.2,Home
189,Mark Andrews,TE,1.5,Away
190,Mark Andrews,TE,9.1,Home
191,Mark Andrews,TE,4.5,Away
192,Mark Andrews,TE,7.9,Home
193,Mark Andrews,TE,3.9,Away
194,Mark Andrews,TE,2.1,Home
195,Mark Andrews,TE,17.3,Away
196,Mark Andrews,TE,13.5,Home
197,Mark Andrews,TE,4.5,Away
198,Mark Andrews,TE,11.0,Home
199,Mark Andrews,TE,1.4,Away
200,Mark Andrews,TE,11.2,Home
201,Mark Andrews,TE,21.3,Away
202,Russell Wilson,QB,16.6,Home
203,Russell Wilson,QB,24.2,Away
204,Russell Wilson,QB,41.34,Home
205,Russell Wilson,QB,14.3,Away
206,Russell Wilson,QB,29.92,Home
207,Russell Wilson,QB,28.9,Away
208,Russell Wilson,QB,14.34,Home
209,Russell Wilson,QB,15.68,Away
210,Russell Wilson,QB,39.22,Home
211,Russell Wilson,QB,16.58,Away
212,Russell Wilson,QB,9.5,Away
213,Russell Wilson,QB,16.9,Home
214,Russell Wilson,QB,10.6,Away
215,Russell Wilson,QB,19.34,Away
216,Russell Wilson,QB,10.96,Home
217,Russell Wilson,QB,20.22,Home
218,Chris Godwin,WR,11.3,Home
219,Chris Godwin,WR,18.1,Away
220,Chris Godwin,WR,4.0,Home
221,Chris Godwin,WR,29.2,Away
222,Chris Godwin,WR,24.5,Away
223,Chris Godwin,WR,15.1,Home
224,Chris Godwin,WR,6.3,Away
225,Chris Godwin,WR,6.9,Away
226,Chris Godwin,WR,7.4,Home
227,Chris Godwin,WR,10.7,Home
228,Chris Godwin,WR,30.4,Away
229,Chris Godwin,WR,5.0,Away
230,Chris Godwin,WR,9.1,Home
231,Chris Godwin,WR,12.1,Away
232,George Kittle,TE,5.4,Away
233,George Kittle,TE,5.4,Away
234,George Kittle,TE,5.7,Home
235,George Kittle,TE,14.8,Home
236,George Kittle,TE,10.3,Away
237,George Kittle,TE,3.8,Away
238,George Kittle,TE,8.6,Home
239,George Kittle,TE,13.9,Away
240,George Kittle,TE,18.9,Home
241,George Kittle,TE,1.4,Away
242,George Kittle,TE,12.7,Away
243,George Kittle,TE,13.4,Home
244,George Kittle,TE,13.9,Home
245,George Kittle,TE,9.3,Away
246,Deshaun Watson,QB,30.72,Away
247,Deshaun Watson,QB,12.86,Home
248,Deshaun Watson,QB,25.84,Away
249,Deshaun Watson,QB,11.6,Home
250,Deshaun Watson,QB,41.74,Home
251,Deshaun Watson,QB,29.4,Away
252,Deshaun Watson,QB,15.52,Away
253,Deshaun Watson,QB,27.76,Home
254,Deshaun Watson,QB,19.74,Away
255,Deshaun Watson,QB,3.96,Away
256,Deshaun Watson,QB,18.92,Home
257,Deshaun Watson,QB,27.86,Home
258,Deshaun Watson,QB,28.08,Home
259,Deshaun Watson,QB,16.92,Away
260,Deshaun Watson,QB,9.06,Away
261,Chris Carson,RB,18.0,Home
262,Chris Carson,RB,6.7,Away
263,Chris Carson,RB,3.0,Home
264,Chris Carson,RB,14.5,Away
265,Chris Carson,RB,18.3,Home
266,Chris Carson,RB,21.9,Away
267,Chris Carson,RB,7.4,Home
268,Chris Carson,RB,15.0,Away
269,Chris Carson,RB,11.3,Home
270,Chris Carson,RB,16.1,Away
271,Chris Carson,RB,5.7,Away
272,Chris Carson,RB,16.9,Home
273,Chris Carson,RB,9.1,Away
274,Chris Carson,RB,25.7,Away
275,Chris Carson,RB,6.0,Home
276,Darren Waller,TE,7.0,Home
277,Darren Waller,TE,6.3,Home
278,Darren Waller,TE,14.1,Away
279,Darren Waller,TE,5.3,Away
280,Darren Waller,TE,3.9,Home
281,Darren Waller,TE,24.6,Away
282,Darren Waller,TE,7.1,Away
283,Darren Waller,TE,5.2,Home
284,Darren Waller,TE,4.0,Home
285,Darren Waller,TE,7.6,Home
286,Darren Waller,TE,4.1,Away
287,Darren Waller,TE,10.0,Away
288,Darren Waller,TE,5.2,Home
289,Darren Waller,TE,12.2,Home
290,Darren Waller,TE,3.7,Away
291,Darren Waller,TE,10.7,Away
292,Kenny Golladay,WR,10.2,Away
293,Kenny Golladay,WR,17.7,Home
294,Kenny Golladay,WR,1.7,Away
295,Kenny Golladay,WR,18.7,Home
296,Kenny Golladay,WR,12.1,Away
297,Kenny Golladay,WR,2.1,Home
298,Kenny Golladay,WR,22.3,Home
299,Kenny Golladay,WR,19.2,Away
300,Kenny Golladay,WR,11.7,Away
301,Kenny Golladay,WR,3.4,Home
302,Kenny Golladay,WR,6.1,Away
303,Kenny Golladay,WR,21.8,Home
304,Kenny Golladay,WR,11.8,Away
305,Kenny Golladay,WR,4.4,Home
306,Kenny Golladay,WR,12.6,Away
307,Kenny Golladay,WR,7.2,Home
308,Saquon Barkley,RB,13.9,Away
309,Saquon Barkley,RB,19.5,Home
310,Saquon Barkley,RB,3.7,Away
311,Saquon Barkley,RB,14.0,Home
312,Saquon Barkley,RB,20.3,Away
313,Saquon Barkley,RB,9.5,Home
314,Saquon Barkley,RB,3.1,Away
315,Saquon Barkley,RB,6.0,Away
316,Saquon Barkley,RB,11.5,Home
317,Saquon Barkley,RB,6.7,Away
318,Saquon Barkley,RB,26.3,Home
319,Saquon Barkley,RB,39.9,Away
320,Saquon Barkley,RB,17.7,Home
321,Zach Ertz,TE,5.4,Home
322,Zach Ertz,TE,9.2,Away
323,Zach Ertz,TE,6.4,Home
324,Zach Ertz,TE,6.5,Away
325,Zach Ertz,TE,11.7,Home
326,Zach Ertz,TE,3.4,Away
327,Zach Ertz,TE,3.8,Away
328,Zach Ertz,TE,2.0,Away
329,Zach Ertz,TE,16.3,Home
330,Zach Ertz,TE,9.4,Home
331,Zach Ertz,TE,15.1,Home
332,Zach Ertz,TE,2.4,Away
333,Zach Ertz,TE,21.1,Home
334,Zach Ertz,TE,12.1,Away
335,Zach Ertz,TE,2.8,Home
336,Joe Mixon,RB,1.7,Away
337,Joe Mixon,RB,2.7,Home
338,Joe Mixon,RB,15.4,Away
339,Joe Mixon,RB,6.3,Away
340,Joe Mixon,RB,10.9,Home
341,Joe Mixon,RB,3.9,Away
342,Joe Mixon,RB,6.4,Home
343,Joe Mixon,RB,13.7,Away
344,Joe Mixon,RB,15.1,Home
345,Joe Mixon,RB,16.3,Away
346,Joe Mixon,RB,7.9,Home
347,Joe Mixon,RB,13.0,Home
348,Joe Mixon,RB,24.6,Away
349,Joe Mixon,RB,15.6,Home
350,Joe Mixon,RB,7.3,Away
351,Joe Mixon,RB,29.6,Home
352,Todd Gurley,RB,10.1,Away
353,Todd Gurley,RB,12.7,Home
354,Todd Gurley,RB,4.3,Away
355,Todd Gurley,RB,19.0,Home
356,Todd Gurley,RB,15.7,Away
357,Todd Gurley,RB,11.4,Away
358,Todd Gurley,RB,10.4,Home
359,Todd Gurley,RB,7.3,Away
360,Todd Gurley,RB,17.3,Home
361,Todd Gurley,RB,1.9,Home
362,Todd Gurley,RB,17.5,Away
363,Todd Gurley,RB,17.3,Home
364,Todd Gurley,RB,17.8,Away
365,Todd Gurley,RB,16.8,Away
366,Todd Gurley,RB,8.9,Home
367,Jared Cook,TE,3.7,Home
368,Jared Cook,TE,2.5,Away
369,Jared Cook,TE,0.7,Away
370,Jared Cook,TE,2.1,Home
371,Jared Cook,TE,10.1,Home
372,Jared Cook,TE,9.7,Away
373,Jared Cook,TE,7.4,Home
374,Jared Cook,TE,9.3,Away
375,Jared Cook,TE,15.9,Home
376,Jared Cook,TE,8.5,Away
377,Jared Cook,TE,18.4,Home
378,Jared Cook,TE,5.4,Home
379,Jared Cook,TE,20.4,Away
380,Jared Cook,TE,10.4,Away
381,Cooper Kupp,WR,4.6,Away
382,Cooper Kupp,WR,12.6,Home
383,Cooper Kupp,WR,22.1,Away
384,Cooper Kupp,WR,17.9,Home
385,Cooper Kupp,WR,17.7,Away
386,Cooper Kupp,WR,1.7,Home
387,Cooper Kupp,WR,5.0,Away
388,Cooper Kupp,WR,28.0,Home
390,Cooper Kupp,WR,5.3,Home
391,Cooper Kupp,WR,3.5,Home
392,Cooper Kupp,WR,12.5,Away
393,Cooper Kupp,WR,10.5,Home
394,Cooper Kupp,WR,10.1,Away
395,Cooper Kupp,WR,9.1,Away
396,Cooper Kupp,WR,15.9,Home
397,Julio Jones,WR,9.1,Away
398,Julio Jones,WR,22.6,Home
399,Julio Jones,WR,18.8,Away
400,Julio Jones,WR,5.3,Home
401,Julio Jones,WR,4.2,Away
402,Julio Jones,WR,10.8,Away
403,Julio Jones,WR,9.3,Home
404,Julio Jones,WR,15.2,Home
405,Julio Jones,WR,7.9,Away
406,Julio Jones,WR,8.7,Away
407,Julio Jones,WR,6.8,Home
408,Julio Jones,WR,6.6,Home
409,Julio Jones,WR,25.4,Away
410,Julio Jones,WR,16.6,Home
411,Julio Jones,WR,7.8,Away
412,DeVante Parker,WR,7.5,Home
414,DeVante Parker,WR,5.6,Away
415,DeVante Parker,WR,13.0,Home
416,DeVante Parker,WR,8.8,Home
417,DeVante Parker,WR,11.5,Away
418,DeVante Parker,WR,5.9,Away
419,DeVante Parker,WR,11.7,Home
420,DeVante Parker,WR,6.9,Away
421,DeVante Parker,WR,13.5,Home
422,DeVante Parker,WR,9.1,Away
423,DeVante Parker,WR,27.9,Home
424,DeVante Parker,WR,2.8,Away
425,DeVante Parker,WR,19.2,Away
426,DeVante Parker,WR,17.1,Home
427,DeVante Parker,WR,13.7,Away
428,Leonard Fournette,RB,7.4,Home
429,Leonard Fournette,RB,8.7,Away
430,Leonard Fournette,RB,9.2,Home
431,Leonard Fournette,RB,24.5,Away
432,Leonard Fournette,RB,19.7,Away
433,Leonard Fournette,RB,11.8,Home
434,Leonard Fournette,RB,14.5,Away
435,Leonard Fournette,RB,13.6,Home
436,Leonard Fournette,RB,7.2,Home
437,Leonard Fournette,RB,5.7,Away
438,Leonard Fournette,RB,27.9,Away
439,Leonard Fournette,RB,9.1,Home
440,Leonard Fournette,RB,6.3,Home
441,Leonard Fournette,RB,7.3,Away
442,Leonard Fournette,RB,10.5,Away
443,Jameis Winston,QB,7.06,Home
444,Jameis Winston,QB,13.22,Away
445,Jameis Winston,QB,25.5,Home
446,Jameis Winston,QB,29.3,Away
447,Jameis Winston,QB,17.46,Away
448,Jameis Winston,QB,12.1,Home
449,Jameis Winston,QB,19.34,Away
450,Jameis Winston,QB,20.2,Away
451,Jameis Winston,QB,18.32,Home
452,Jameis Winston,QB,14.82,Home
453,Jameis Winston,QB,24.32,Away
454,Jameis Winston,QB,10.72,Away
455,Jameis Winston,QB,34.74,Home
456,Jameis Winston,QB,32.72,Away
457,Jameis Winston,QB,11.0,Home
458,Jameis Winston,QB,14.54,Home
459,Austin Hooper,TE,7.7,Away
460,Austin Hooper,TE,3.4,Home
461,Austin Hooper,TE,18.6,Away
462,Austin Hooper,TE,13.0,Home
463,Austin Hooper,TE,7.6,Away
464,Austin Hooper,TE,17.7,Away
465,Austin Hooper,TE,10.6,Home
466,Austin Hooper,TE,12.5,Home
467,Austin Hooper,TE,7.7,Away
468,Austin Hooper,TE,3.2,Home
469,Austin Hooper,TE,2.0,Away
470,Austin Hooper,TE,8.2,Home
471,Austin Hooper,TE,4.5,Away
472,Amari Cooper,WR,16.6,Home
473,Amari Cooper,WR,10.4,Away
474,Amari Cooper,WR,20.8,Home
475,Amari Cooper,WR,4.8,Away
476,Amari Cooper,WR,28.6,Home
477,Amari Cooper,WR,0.3,Away
478,Amari Cooper,WR,10.6,Home
479,Amari Cooper,WR,14.0,Away
480,Amari Cooper,WR,20.7,Home
481,Amari Cooper,WR,3.8,Away
483,Amari Cooper,WR,8.5,Home
484,Amari Cooper,WR,14.3,Away
485,Amari Cooper,WR,1.9,Home
486,Amari Cooper,WR,2.4,Away
487,Amari Cooper,WR,9.8,Home
488,Mike Evans,WR,2.8,Home
489,Mike Evans,WR,6.1,Away
490,Mike Evans,WR,37.0,Home
491,Mike Evans,WR,14.9,Away
493,Mike Evans,WR,11.6,Home
494,Mike Evans,WR,31.8,Away
495,Mike Evans,WR,24.0,Away
496,Mike Evans,WR,8.2,Home
497,Mike Evans,WR,6.9,Home
498,Mike Evans,WR,5.0,Away
499,Mike Evans,WR,5.3,Away
500,Mike Evans,WR,12.1,Home
501,A.J. Brown,WR,10.0,Away
502,A.J. Brown,WR,2.5,Home
503,A.J. Brown,WR,0.4,Away
504,A.J. Brown,WR,21.4,Away
505,A.J. Brown,WR,2.7,Home
506,A.J. Brown,WR,2.3,Away
507,A.J. Brown,WR,6.2,Home
508,A.J. Brown,WR,7.1,Home
509,A.J. Brown,WR,8.1,Away
510,A.J. Brown,WR,1.7,Home
511,A.J. Brown,WR,19.5,Home
512,A.J. Brown,WR,4.5,Away
513,A.J. Brown,WR,28.6,Away
514,A.J. Brown,WR,17.4,Home
515,A.J. Brown,WR,14.3,Home
516,A.J. Brown,WR,18.4,Away
517,DeAndre Hopkins,WR,23.1,Away
518,DeAndre Hopkins,WR,4.0,Home
519,DeAndre Hopkins,WR,6.7,Away
520,DeAndre Hopkins,WR,2.1,Home
521,DeAndre Hopkins,WR,8.8,Home
522,DeAndre Hopkins,WR,7.5,Away
523,DeAndre Hopkins,WR,16.6,Away
524,DeAndre Hopkins,WR,10.9,Home
525,DeAndre Hopkins,WR,11.4,Away
526,DeAndre Hopkins,WR,8.0,Away
527,DeAndre Hopkins,WR,21.4,Home
528,DeAndre Hopkins,WR,10.64,Home
529,DeAndre Hopkins,WR,19.2,Home
530,DeAndre Hopkins,WR,11.9,Away
531,DeAndre Hopkins,WR,2.3,Away
532,Josh Jacobs,RB,23.3,Home
533,Josh Jacobs,RB,9.9,Home
534,Josh Jacobs,RB,4.4,Away
535,Josh Jacobs,RB,10.8,Away
536,Josh Jacobs,RB,26.3,Home
537,Josh Jacobs,RB,13.4,Away
538,Josh Jacobs,RB,8.1,Away
539,Josh Jacobs,RB,24.0,Home
540,Josh Jacobs,RB,16.1,Home
541,Josh Jacobs,RB,10.4,Home
542,Josh Jacobs,RB,3.6,Away
543,Josh Jacobs,RB,10.4,Away
544,Josh Jacobs,RB,10.9,Home
545,Keenan Allen,WR,18.3,Home
546,Keenan Allen,WR,9.8,Away
547,Keenan Allen,WR,30.6,Home
548,Keenan Allen,WR,4.8,Away
549,Keenan Allen,WR,1.8,Home
550,Keenan Allen,WR,3.3,Home
551,Keenan Allen,WR,6.1,Away
552,Keenan Allen,WR,5.3,Away
553,Keenan Allen,WR,4.0,Home
554,Keenan Allen,WR,8.6,Away
555,Keenan Allen,WR,13.1,Home
556,Keenan Allen,WR,12.8,Away
557,Keenan Allen,WR,8.3,Away
