,Name,Position,Points,Field
2205,Danny Amendola,WR,6.36,Home
2206,Alshon Jeffery,WR,17.1,Home
2208,Alshon Jeffery,WR,9.8,Away
2209,Alshon Jeffery,WR,5.2,Home
2210,Alshon Jeffery,WR,13.6,Away
2211,Alshon Jeffery,WR,3.8,Away
2212,Alshon Jeffery,WR,6.4,Away
2213,Alshon Jeffery,WR,3.6,Home
2214,Alshon Jeffery,WR,19.7,Away
2216,Dwayne Haskins,QB,0.58,Away
2217,Dwayne Haskins,QB,-0.68,Away
2218,Dwayne Haskins,QB,7.16,Away
2219,Dwayne Haskins,QB,17.06,Home
2220,Dwayne Haskins,QB,5.04,Home
2221,Dwayne Haskins,QB,6.48,Away
2222,Dwayne Haskins,QB,8.7,Away
2223,Dwayne Haskins,QB,19.04,Home
2224,Dwayne Haskins,QB,13.32,Home
2225,Brandin Cooks,WR,3.9,Away
2226,Brandin Cooks,WR,13.6,Home
2227,Brandin Cooks,WR,12.0,Away
2228,Brandin Cooks,WR,7.1,Home
2229,Brandin Cooks,WR,5.6,Away
2230,Brandin Cooks,WR,3.2,Home
2231,Brandin Cooks,WR,5.9,Away
2233,Brandin Cooks,WR,3.3,Home
2234,Brandin Cooks,WR,2.4,Away
2236,Brandin Cooks,WR,4.6,Away
2237,Brandin Cooks,WR,9.9,Away
2238,Brandin Cooks,WR,4.0,Home
2240,Darren Fells,TE,0.9,Home
2241,Darren Fells,TE,10.9,Away
2242,Darren Fells,TE,1.2,Home
2243,Darren Fells,TE,14.0,Home
2244,Darren Fells,TE,6.9,Away
2245,Darren Fells,TE,2.7,Away
2246,Darren Fells,TE,17.8,Home
2247,Darren Fells,TE,6.1,Away
2248,Darren Fells,TE,1.8,Away
2249,Darren Fells,TE,2.4,Home
2250,Darren Fells,TE,8.3,Home
2251,Darren Fells,TE,0.2,Home
2252,Darren Fells,TE,0.2,Away
2253,Darren Fells,TE,2.7,Away
2256,Anthony Miller,WR,0.2,Away
2257,Anthony Miller,WR,1.5,Away
2258,Anthony Miller,WR,1.1,Home
2259,Anthony Miller,WR,5.2,Away
2260,Anthony Miller,WR,4.3,Home
2261,Anthony Miller,WR,6.7,Home
2263,Anthony Miller,WR,0.7,Home
2264,Anthony Miller,WR,5.4,Away
2265,Anthony Miller,WR,7.7,Home
2266,Anthony Miller,WR,14.0,Away
2267,Anthony Miller,WR,10.2,Home
2268,Anthony Miller,WR,17.8,Away
2269,Anthony Miller,WR,0.2,Home
2270,Anthony Miller,WR,0.5,Away
2272,Steven Sims,WR,1.9,Home
2273,Steven Sims,WR,2.4,Home
2275,Steven Sims,WR,12.6,Home
2276,Steven Sims,WR,0.1,Away
2277,Steven Sims,WR,0.5,Home
2279,Steven Sims,WR,1.2,Away
2280,Steven Sims,WR,0.6,Home
2282,Steven Sims,WR,2.9,Away
2283,Steven Sims,WR,4.0,Away
2284,Steven Sims,WR,10.5,Home
2285,Steven Sims,WR,19.3,Home
2286,Steven Sims,WR,13.5,Away
2287,Kerryon Johnson,RB,6.2,Away
2288,Kerryon Johnson,RB,14.8,Home
2289,Kerryon Johnson,RB,10.3,Away
2290,Kerryon Johnson,RB,13.7,Home
2291,Kerryon Johnson,RB,12.1,Away
2292,Kerryon Johnson,RB,2.3,Home
2293,Kerryon Johnson,RB,4.3,Away
2294,Kerryon Johnson,RB,11.3,Home
2296,Kyle Rudolph,TE,0.9,Away
2297,Kyle Rudolph,TE,1.1,Home
2298,Kyle Rudolph,TE,1.2,Away
2299,Kyle Rudolph,TE,0.4,Away
2300,Kyle Rudolph,TE,3.6,Home
2301,Kyle Rudolph,TE,11.8,Away
2302,Kyle Rudolph,TE,1.7,Home
2303,Kyle Rudolph,TE,8.3,Away
2304,Kyle Rudolph,TE,15.4,Away
2305,Kyle Rudolph,TE,12.7,Home
2306,Kyle Rudolph,TE,11.0,Away
2307,Kyle Rudolph,TE,1.1,Home
2308,Kyle Rudolph,TE,4.8,Away
2309,Kyle Rudolph,TE,0.7,Home
2311,Rex Burkhead,RB,8.5,Home
2312,Rex Burkhead,RB,6.8,Away
2313,Rex Burkhead,RB,12.9,Home
2314,Rex Burkhead,RB,0.7,Away
2315,Rex Burkhead,RB,1.3,Home
2316,Rex Burkhead,RB,3.4,Away
2317,Rex Burkhead,RB,4.8,Away
2318,Rex Burkhead,RB,1.7,Home
2319,Rex Burkhead,RB,1.5,Away
2320,Rex Burkhead,RB,1.5,Home
2321,Rex Burkhead,RB,11.9,Away
2322,Rex Burkhead,RB,13.7,Home
2323,Rex Burkhead,RB,5.4,Home
2324,Nyheim Hines,RB,1.7,Away
2325,Nyheim Hines,RB,1.4,Away
2326,Nyheim Hines,RB,2.9,Home
2327,Nyheim Hines,RB,4.5,Home
2328,Nyheim Hines,RB,4.5,Away
2329,Nyheim Hines,RB,1.6,Home
2330,Nyheim Hines,RB,4.6,Home
2331,Nyheim Hines,RB,2.8,Away
2332,Nyheim Hines,RB,4.4,Home
2333,Nyheim Hines,RB,9.5,Home
2334,Nyheim Hines,RB,6.1,Away
2335,Nyheim Hines,RB,10.0,Home
2336,Nyheim Hines,RB,0.5,Away
2337,Nyheim Hines,RB,1.2,Away
2338,Nyheim Hines,RB,12.6,Home
2339,Nyheim Hines,RB,5.6,Away
2340,Tony Pollard,RB,2.4,Home
2341,Tony Pollard,RB,2.5,Away
2342,Tony Pollard,RB,18.8,Home
2344,Tony Pollard,RB,1.9,Home
2345,Tony Pollard,RB,1.3,Away
2346,Tony Pollard,RB,2.8,Home
2347,Tony Pollard,RB,3.0,Away
2349,Tony Pollard,RB,13.6,Away
2350,Tony Pollard,RB,2.8,Away
2351,Tony Pollard,RB,0.7,Home
2352,Tony Pollard,RB,20.3,Home
2353,Tony Pollard,RB,-2.0,Away
2354,Tony Pollard,RB,6.5,Home
2355,Boston Scott,RB,3.0,Away
2356,Boston Scott,RB,3.7,Away
2357,Boston Scott,RB,4.6,Away
2359,Boston Scott,RB,2.6,Home
2362,Boston Scott,RB,18.8,Home
2363,Boston Scott,RB,6.5,Away
2364,Boston Scott,RB,1.9,Home
2365,Boston Scott,RB,31.8,Away
2367,Corey Davis,WR,3.8,Home
2368,Corey Davis,WR,4.4,Away
2369,Corey Davis,WR,15.1,Away
2370,Corey Davis,WR,2.8,Home
2371,Corey Davis,WR,3.6,Away
2372,Corey Davis,WR,14.0,Home
2373,Corey Davis,WR,0.9,Home
2374,Corey Davis,WR,4.8,Away
2375,Corey Davis,WR,2.9,Home
2376,Corey Davis,WR,2.3,Away
2377,Corey Davis,WR,3.4,Away
2378,Corey Davis,WR,5.7,Home
2379,Corey Davis,WR,4.0,Home
2380,Corey Davis,WR,4.4,Away
2381,Phillip Dorsett,WR,21.5,Home
2382,Phillip Dorsett,WR,3.9,Away
2383,Phillip Dorsett,WR,12.5,Home
2384,Phillip Dorsett,WR,1.9,Away
2386,Phillip Dorsett,WR,10.6,Away
2387,Phillip Dorsett,WR,4.3,Home
2388,Phillip Dorsett,WR,1.3,Away
2389,Phillip Dorsett,WR,9.3,Away
2390,Phillip Dorsett,WR,1.5,Away
2394,Phillip Dorsett,WR,5.0,Home
2395,Greg Olsen,TE,3.6,Home
2396,Greg Olsen,TE,11.0,Home
2397,Greg Olsen,TE,19.5,Away
2398,Greg Olsen,TE,0.5,Away
2400,Greg Olsen,TE,5.2,Away
2401,Greg Olsen,TE,1.3,Away
2402,Greg Olsen,TE,4.0,Home
2403,Greg Olsen,TE,9.8,Away
2404,Greg Olsen,TE,5.7,Home
2405,Greg Olsen,TE,4.4,Away
2406,Greg Olsen,TE,2.2,Home
2407,Greg Olsen,TE,3.3,Away
2408,Greg Olsen,TE,1.2,Home
2409,Chase Edmonds,RB,0.5,Home
2410,Chase Edmonds,RB,1.7,Away
2411,Chase Edmonds,RB,2.5,Home
2412,Chase Edmonds,RB,3.7,Home
2413,Chase Edmonds,RB,14.6,Away
2414,Chase Edmonds,RB,12.7,Home
2415,Chase Edmonds,RB,33.0,Away
2416,Chase Edmonds,RB,1.3,Away
2418,Chase Edmonds,RB,0.9,Home
2422,Noah Fant,TE,2.4,Away
2423,Noah Fant,TE,3.3,Home
2424,Noah Fant,TE,1.7,Away
2425,Noah Fant,TE,9.1,Home
2426,Noah Fant,TE,0.6,Away
2427,Noah Fant,TE,1.6,Home
2428,Noah Fant,TE,0.7,Home
2429,Noah Fant,TE,2.6,Away
2430,Noah Fant,TE,17.5,Home
2431,Noah Fant,TE,5.3,Away
2432,Noah Fant,TE,1.4,Away
2433,Noah Fant,TE,0.5,Home
2434,Noah Fant,TE,17.3,Away
2435,Noah Fant,TE,5.6,Away
2436,Noah Fant,TE,1.0,Home
2437,Noah Fant,TE,0.4,Home
2438,JuJu Smith-Schuster,WR,7.8,Away
2439,JuJu Smith-Schuster,WR,8.4,Home
2440,JuJu Smith-Schuster,WR,14.1,Away
2441,JuJu Smith-Schuster,WR,1.5,Home
2442,JuJu Smith-Schuster,WR,11.5,Home
2443,JuJu Smith-Schuster,WR,0.7,Away
2444,JuJu Smith-Schuster,WR,16.3,Home
2445,JuJu Smith-Schuster,WR,1.6,Home
2446,JuJu Smith-Schuster,WR,4.4,Home
2447,JuJu Smith-Schuster,WR,2.1,Away
2448,JuJu Smith-Schuster,WR,2.2,Away
2449,JuJu Smith-Schuster,WR,0.6,Away
2450,Jonnu Smith,TE,1.7,Away
2452,Jonnu Smith,TE,2.0,Away
2453,Jonnu Smith,TE,0.5,Away
2454,Jonnu Smith,TE,5.7,Home
2455,Jonnu Smith,TE,0.8,Away
2456,Jonnu Smith,TE,6.4,Home
2457,Jonnu Smith,TE,13.8,Home
2458,Jonnu Smith,TE,1.8,Away
2459,Jonnu Smith,TE,3.0,Home
2460,Jonnu Smith,TE,0.4,Home
2462,Jonnu Smith,TE,8.9,Away
2463,Jonnu Smith,TE,11.7,Home
2464,Jonnu Smith,TE,12.3,Home
2465,Jonnu Smith,TE,0.7,Away
2466,Jack Doyle,TE,2.0,Away
2467,Jack Doyle,TE,2.1,Away
2468,Jack Doyle,TE,4.6,Home
2469,Jack Doyle,TE,8.2,Home
2470,Jack Doyle,TE,1.9,Away
2471,Jack Doyle,TE,2.1,Home
2472,Jack Doyle,TE,6.1,Home
2473,Jack Doyle,TE,8.2,Away
2474,Jack Doyle,TE,10.4,Home
2476,Jack Doyle,TE,2.8,Away
2477,Jack Doyle,TE,13.3,Home
2478,Jack Doyle,TE,2.7,Away
2479,Jack Doyle,TE,2.1,Away
2480,Jack Doyle,TE,1.7,Home
2481,Jack Doyle,TE,0.6,Away
2483,Demarcus Robinson,WR,29.2,Away
2484,Demarcus Robinson,WR,10.3,Home
2485,Demarcus Robinson,WR,3.5,Away
2486,Demarcus Robinson,WR,3.1,Home
2488,Demarcus Robinson,WR,3.1,Away
2489,Demarcus Robinson,WR,0.6,Home
2490,Demarcus Robinson,WR,0.5,Home
2491,Demarcus Robinson,WR,5.6,Away
2494,Demarcus Robinson,WR,1.2,Away
2495,Demarcus Robinson,WR,2.1,Home
2496,Demarcus Robinson,WR,1.3,Away
2497,Demarcus Robinson,WR,8.4,Home
2498,Kendrick Bourne,WR,0.9,Away
2499,Kendrick Bourne,WR,0.4,Away
2500,Kendrick Bourne,WR,2.2,Home
2501,Kendrick Bourne,WR,2.4,Home
2502,Kendrick Bourne,WR,1.1,Away
2503,Kendrick Bourne,WR,6.9,Away
2504,Kendrick Bourne,WR,1.2,Home
2505,Kendrick Bourne,WR,6.7,Away
2506,Kendrick Bourne,WR,12.2,Home
2507,Kendrick Bourne,WR,9.1,Home
2508,Kendrick Bourne,WR,2.7,Home
2509,Kendrick Bourne,WR,4.2,Away
2510,Kendrick Bourne,WR,13.8,Away
2511,Kendrick Bourne,WR,1.1,Home
2512,Kendrick Bourne,WR,2.9,Home
2519,Allen Lazard,WR,12.5,Home
2520,Allen Lazard,WR,4.2,Home
2521,Allen Lazard,WR,4.2,Away
2522,Allen Lazard,WR,4.4,Away
2523,Allen Lazard,WR,2.7,Home
2524,Allen Lazard,WR,2.8,Away
2525,Allen Lazard,WR,16.3,Away
2526,Allen Lazard,WR,1.9,Home
2527,Allen Lazard,WR,1.4,Home
2528,Allen Lazard,WR,4.5,Away
2529,Allen Lazard,WR,12.9,Away
2530,Drew Lock,QB,12.86,Home
2531,Drew Lock,QB,23.86,Away
2532,Drew Lock,QB,6.62,Away
2533,Drew Lock,QB,12.68,Home
2534,Drew Lock,QB,11.98,Home
2535,Rashaad Penny,RB,1.8,Home
2536,Rashaad Penny,RB,12.5,Away
2537,Rashaad Penny,RB,4.9,Home
2539,Rashaad Penny,RB,5.5,Away
2540,Rashaad Penny,RB,1.2,Home
2541,Rashaad Penny,RB,-1.8,Away
2542,Rashaad Penny,RB,18.9,Away
2543,Rashaad Penny,RB,22.7,Home
2544,Rashaad Penny,RB,1.6,Away
2545,John Ross,WR,27.8,Away
2546,John Ross,WR,17.2,Home
2547,John Ross,WR,0.2,Away
2548,John Ross,WR,3.6,Away
2549,John Ross,WR,2.8,Away
2550,John Ross,WR,2.4,Home
2551,John Ross,WR,9.0,Away
2552,John Ross,WR,4.0,Home
2553,Evan Engram,TE,17.6,Away
2554,Evan Engram,TE,4.8,Home
2555,Evan Engram,TE,17.3,Away
2556,Evan Engram,TE,5.4,Home
2557,Evan Engram,TE,4.7,Home
2558,Evan Engram,TE,0.6,Home
2559,Evan Engram,TE,10.0,Away
2560,Evan Engram,TE,5.0,Home
2561,Mohamed Sanu,WR,5.7,Away
2562,Mohamed Sanu,WR,1.6,Home
2563,Mohamed Sanu,WR,7.7,Away
2564,Mohamed Sanu,WR,9.1,Home
2565,Mohamed Sanu,WR,10.3,Away
2566,Mohamed Sanu,WR,2.9,Away
2567,Mohamed Sanu,WR,0.3,Home
2568,Mohamed Sanu,WR,2.3,Home
2569,Mohamed Sanu,WR,14.1,Away
2570,Mohamed Sanu,WR,1.2,Away
2571,Mohamed Sanu,WR,1.4,Away
2572,Mohamed Sanu,WR,1.3,Home
2573,Mohamed Sanu,WR,1.3,Away
2574,Mohamed Sanu,WR,2.4,Home
2575,Mohamed Sanu,WR,3.5,Home
2576,Tyler Eifert,TE,2.7,Away
2577,Tyler Eifert,TE,6.9,Home
2578,Tyler Eifert,TE,1.8,Away
2579,Tyler Eifert,TE,2.7,Away
2580,Tyler Eifert,TE,1.4,Home
2581,Tyler Eifert,TE,1.3,Away
2582,Tyler Eifert,TE,1.0,Home
2583,Tyler Eifert,TE,7.4,Away
2584,Tyler Eifert,TE,8.0,Home
2585,Tyler Eifert,TE,2.1,Away
2586,Tyler Eifert,TE,0.7,Home
2587,Tyler Eifert,TE,1.2,Home
2588,Tyler Eifert,TE,4.9,Away
2589,Tyler Eifert,TE,4.4,Home
2590,Tyler Eifert,TE,13.7,Away
2591,Tyler Eifert,TE,3.4,Home
2592,Ryan Griffin,TE,1.0,Home
2594,Ryan Griffin,TE,0.5,Away
2595,Ryan Griffin,TE,0.2,Away
2596,Ryan Griffin,TE,8.8,Home
2597,Ryan Griffin,TE,0.1,Home
2598,Ryan Griffin,TE,20.6,Away
2599,Ryan Griffin,TE,5.0,Away
2601,Ryan Griffin,TE,16.9,Away
2602,Ryan Griffin,TE,7.3,Home
2603,Ryan Griffin,TE,3.0,Away
2604,Ryan Griffin,TE,0.8,Home
2605,Kareem Hunt,RB,7.4,Home
2606,Kareem Hunt,RB,5.8,Home
2607,Kareem Hunt,RB,10.6,Home
2608,Kareem Hunt,RB,12.5,Away
2609,Kareem Hunt,RB,12.8,Home
2610,Kareem Hunt,RB,7.6,Away
2611,Kareem Hunt,RB,4.1,Home
2612,Kareem Hunt,RB,3.6,Away
2613,Willie Snead,WR,10.1,Away
2614,Willie Snead,WR,0.5,Home
2615,Willie Snead,WR,4.7,Away
2616,Willie Snead,WR,12.1,Home
2617,Willie Snead,WR,5.1,Away
2618,Willie Snead,WR,1.8,Home
2619,Willie Snead,WR,0.2,Away
2620,Willie Snead,WR,1.5,Home
2621,Willie Snead,WR,1.2,Away
2622,Willie Snead,WR,1.3,Home
2623,Willie Snead,WR,13.4,Away
2624,Willie Snead,WR,1.2,Home
2625,Willie Snead,WR,7.3,Away
2626,Willie Snead,WR,1.5,Home
2628,Willie Snead,WR,2.2,Home
2629,Jimmy Graham,TE,9.0,Away
2632,Jimmy Graham,TE,12.1,Home
2633,Jimmy Graham,TE,4.1,Away
2634,Jimmy Graham,TE,1.7,Home
2635,Jimmy Graham,TE,12.5,Home
2636,Jimmy Graham,TE,2.0,Away
2637,Jimmy Graham,TE,1.7,Away
2638,Jimmy Graham,TE,5.9,Home
2639,Jimmy Graham,TE,0.7,Away
2640,Jimmy Graham,TE,1.6,Away
2641,Jimmy Graham,TE,4.9,Home
2643,Jimmy Graham,TE,1.6,Away
2644,Jimmy Graham,TE,4.9,Away
2645,Auden Tate,WR,0.6,Home
2646,Auden Tate,WR,6.8,Away
2647,Auden Tate,WR,5.0,Away
2648,Auden Tate,WR,8.6,Home
2649,Auden Tate,WR,9.1,Away
2650,Auden Tate,WR,6.5,Home
2651,Auden Tate,WR,6.5,Away
2652,Auden Tate,WR,3.6,Home
2653,Auden Tate,WR,5.6,Away
2654,Auden Tate,WR,1.0,Home
2655,Auden Tate,WR,6.6,Home
2656,Auden Tate,WR,1.6,Away
2657,Taylor Gabriel,WR,2.4,Home
2658,Taylor Gabriel,WR,2.5,Away
2659,Taylor Gabriel,WR,26.2,Away
2660,Taylor Gabriel,WR,0.6,Home
2661,Taylor Gabriel,WR,5.3,Home
2662,Taylor Gabriel,WR,6.9,Away
2663,Taylor Gabriel,WR,9.8,Home
2664,Taylor Gabriel,WR,5.7,Away
2665,Taylor Gabriel,WR,1.9,Home
2666,Preston Williams,WR,8.4,Home
2667,Preston Williams,WR,6.3,Home
2668,Preston Williams,WR,6.8,Away
2669,Preston Williams,WR,4.6,Home
2670,Preston Williams,WR,3.1,Home
2671,Preston Williams,WR,6.2,Away
2672,Preston Williams,WR,4.2,Away
2673,Preston Williams,WR,19.2,Home
2674,Alexander Mattison,RB,4.9,Home
2675,Alexander Mattison,RB,2.5,Away
2676,Alexander Mattison,RB,11.8,Home
2677,Alexander Mattison,RB,1.3,Away
2678,Alexander Mattison,RB,5.2,Away
2679,Alexander Mattison,RB,4.3,Home
2680,Alexander Mattison,RB,1.8,Away
2681,Alexander Mattison,RB,6.4,Home
2682,Alexander Mattison,RB,0.6,Away
2683,Alexander Mattison,RB,5.4,Away
2684,Alexander Mattison,RB,0.5,Home
2685,Alexander Mattison,RB,7.3,Away
2686,Alexander Mattison,RB,6.4,Home
2687,Marquez Valdes-Scantling,WR,5.2,Away
2688,Marquez Valdes-Scantling,WR,1.9,Home
2689,Marquez Valdes-Scantling,WR,15.9,Home
2690,Marquez Valdes-Scantling,WR,4.7,Home
2691,Marquez Valdes-Scantling,WR,1.8,Away
2692,Marquez Valdes-Scantling,WR,5.7,Home
2693,Marquez Valdes-Scantling,WR,19.3,Home
2694,Marquez Valdes-Scantling,WR,0.4,Away
2697,Marquez Valdes-Scantling,WR,0.7,Away
2701,Marquez Valdes-Scantling,WR,0.6,Away
2702,Marquez Valdes-Scantling,WR,1.9,Away
2703,Malcolm Brown,RB,17.3,Away
2704,Malcolm Brown,RB,4.7,Home
2705,Malcolm Brown,RB,0.7,Away
2706,Malcolm Brown,RB,1.4,Home
2707,Malcolm Brown,RB,0.3,Away
2708,Malcolm Brown,RB,4.0,Home
2709,Malcolm Brown,RB,1.0,Away
2710,Malcolm Brown,RB,7.5,Home
2712,Malcolm Brown,RB,3.0,Away
2713,Malcolm Brown,RB,8.1,Home
2716,Malcolm Brown,RB,9.2,Home
2717,Jeff Driskel,QB,17.06,Away
2718,Jeff Driskel,QB,27.46,Home
2719,Jeff Driskel,QB,12.58,Away
2722,Brian Hill,RB,2.5,Home
2723,Brian Hill,RB,8.9,Home
2724,Brian Hill,RB,13.1,Away
2725,Brian Hill,RB,3.8,Away
2726,Brian Hill,RB,2.7,Home
2727,Brian Hill,RB,3.7,Home
2728,Brian Hill,RB,12.2,Home
2729,Brian Hill,RB,1.6,Away
2730,Brian Hill,RB,6.6,Home
2731,Brian Hill,RB,2.1,Away
2732,Jaylen Samuels,RB,0.6,Away
2733,Jaylen Samuels,RB,3.1,Home
2735,Jaylen Samuels,RB,15.54,Home
2736,Jaylen Samuels,RB,-0.54,Home
2737,Jaylen Samuels,RB,6.3,Home
2738,Jaylen Samuels,RB,4.0,Home
2739,Jaylen Samuels,RB,10.5,Away
2740,Jaylen Samuels,RB,3.2,Away
2741,Jaylen Samuels,RB,5.4,Home
2742,Jaylen Samuels,RB,3.4,Away
2743,Jaylen Samuels,RB,0.4,Home
2744,Jaylen Samuels,RB,3.9,Away
2745,Jaylen Samuels,RB,1.6,Away
2747,Tajae Sharpe,WR,2.4,Home
2748,Tajae Sharpe,WR,7.0,Away
2750,Tajae Sharpe,WR,1.2,Home
2752,Tajae Sharpe,WR,7.9,Home
2753,Tajae Sharpe,WR,7.8,Home
2754,Tajae Sharpe,WR,3.1,Away
2755,Tajae Sharpe,WR,2.0,Home
2757,Tajae Sharpe,WR,2.5,Away
2758,Tajae Sharpe,WR,2.8,Home
2759,Tajae Sharpe,WR,18.9,Home
2760,Tajae Sharpe,WR,1.3,Away
2761,Eric Ebron,TE,0.8,Away
2762,Eric Ebron,TE,8.5,Away
2763,Eric Ebron,TE,4.7,Home
2764,Eric Ebron,TE,10.8,Home
2765,Eric Ebron,TE,0.8,Away
2766,Eric Ebron,TE,13.0,Home
2767,Eric Ebron,TE,2.6,Home
2768,Eric Ebron,TE,1.6,Away
2769,Eric Ebron,TE,5.6,Home
2770,Eric Ebron,TE,2.7,Home
2771,Eric Ebron,TE,4.4,Away
2772,Ted Ginn Jr.,WR,10.1,Home
2774,Ted Ginn Jr.,WR,1.5,Away
2775,Ted Ginn Jr.,WR,1.9,Home
2776,Ted Ginn Jr.,WR,9.6,Home
2777,Ted Ginn Jr.,WR,4.8,Away
2778,Ted Ginn Jr.,WR,4.8,Away
2779,Ted Ginn Jr.,WR,4.2,Home
2780,Ted Ginn Jr.,WR,0.5,Home
2781,Ted Ginn Jr.,WR,7.4,Away
2782,Ted Ginn Jr.,WR,3.8,Home
2784,Ted Ginn Jr.,WR,5.0,Home
2785,Ted Ginn Jr.,WR,1.3,Home
2787,Ted Ginn Jr.,WR,1.0,Away
2788,Nelson Agholor,WR,1.1,Home
2789,Nelson Agholor,WR,16.7,Away
2790,Nelson Agholor,WR,15.0,Home
2792,Nelson Agholor,WR,2.0,Home
2793,Nelson Agholor,WR,4.2,Away
2794,Nelson Agholor,WR,2.4,Away
2795,Nelson Agholor,WR,1.4,Away
2796,Nelson Agholor,WR,2.1,Home
2797,Nelson Agholor,WR,4.0,Home
2798,Nelson Agholor,WR,6.1,Away
2799,Cameron Brate,TE,0.8,Home
2800,Cameron Brate,TE,1.0,Away
2801,Cameron Brate,TE,0.7,Home
2802,Cameron Brate,TE,9.6,Away
2803,Cameron Brate,TE,1.1,Away
2804,Cameron Brate,TE,10.7,Home
2805,Cameron Brate,TE,3.2,Away
2808,Cameron Brate,TE,7.3,Home
2810,Cameron Brate,TE,0.5,Away
2811,Cameron Brate,TE,9.0,Home
2812,Cameron Brate,TE,3.3,Away
2813,Cameron Brate,TE,1.7,Home
2814,Cameron Brate,TE,6.2,Home
